date,department,headcount,new_hires,terminations,absences,overtime_hours,training_hours,avg_performance_score,avg_salary_usd,engagement_score
12/9/2015,Engineering,51,0,0,2,0.6,0.1,3.57,57544.32,0.635
12/10/2015,Engineering,48,0,0,2,0.1,0.1,3.49,61462.9,0.71
12/11/2015,Engineering,50,0,0,3,0.9,0.1,3.21,60631.06,0.572
12/12/2015,Engineering,49,0,0,1,0.8,0,3.24,60852.12,0.667
12/13/2015,Engineering,49,1,0,4,0.8,0.2,3.37,61684.8,0.753
12/14/2015,Engineering,50,0,0,2,0.5,1.8,3.73,59089.48,0.646
12/15/2015,Engineering,51,0,0,2,0.1,1.2,3.48,60214.61,0.711
12/16/2015,Engineering,51,1,0,2,2,0.3,3.47,60877.95,0.701
12/17/2015,Engineering,48,0,0,1,5.1,0.9,3.08,60217.83,0.721
12/18/2015,Engineering,49,1,0,0,2,1.3,3.77,60659.41,0.809
12/19/2015,Engineering,51,0,0,1,0.8,0.2,3.35,60268.12,0.683
12/20/2015,Engineering,50,0,0,1,1.2,0.3,3.27,60922.75,0.719
12/21/2015,Engineering,47,1,0,2,3,0.8,3.34,59391.13,0.754
12/22/2015,Engineering,52,1,0,2,13,3.3,3.18,60860.08,0.757
12/23/2015,Engineering,51,1,0,0,1.1,0.4,3.34,60344.92,0.818
12/24/2015,Engineering,48,1,0,1,4.1,1.9,3.21,58293.59,0.682
12/25/2015,Engineering,50,0,0,1,0.4,0,3.45,58196.05,0.714
12/26/2015,Engineering,52,0,0,2,5.7,0.4,3.47,61507.64,0.799
12/27/2015,Engineering,50,0,0,1,1.2,3.1,3.51,62069.66,0.629
12/28/2015,Engineering,50,0,0,2,1.5,0.3,3.36,62018.93,0.72
12/29/2015,Engineering,50,0,0,1,0.3,1.1,3.51,58621.62,0.726
12/30/2015,Engineering,47,0,1,5,0.5,1.4,3.44,61569.21,0.673
12/31/2015,Engineering,49,1,0,2,3.9,1.3,3.65,59457.37,0.712
1/1/2016,Engineering,49,1,0,1,1.5,1.6,3.82,62004.31,0.73
1/2/2016,Engineering,51,1,0,0,1.7,0.2,3.23,59433.84,0.655
1/3/2016,Engineering,49,0,0,0,0.9,1.3,3.37,58700.32,0.756
1/4/2016,Engineering,48,0,0,0,0.1,0.4,3.76,60187.53,0.771
1/5/2016,Engineering,52,2,1,3,2.4,6,3.12,59299.66,0.691
1/6/2016,Engineering,52,0,0,2,1.7,1.2,3.17,59371.97,0.731
1/7/2016,Engineering,48,0,0,3,1.8,0.1,3.32,59567.53,0.704
1/8/2016,Engineering,50,1,0,4,1.5,0.5,3.32,58609.8,0.726
1/9/2016,Engineering,53,0,0,1,7.2,0.5,3.5,61200.61,0.688
1/10/2016,Engineering,52,0,1,0,1.1,1.2,3.38,59826.28,0.749
1/11/2016,Engineering,51,0,0,2,0.6,0.1,3.81,60140.07,0.767
1/12/2016,Engineering,50,1,0,3,10,0.1,3.71,61341.17,0.798
1/13/2016,Engineering,50,0,0,3,18.1,2.8,3.8,61121.65,0.76
1/14/2016,Engineering,49,1,0,2,0.2,0.7,3.52,60199.72,0.74
1/15/2016,Engineering,48,0,0,2,1.2,0.4,3.8,61581.68,0.739
1/16/2016,Engineering,50,1,0,1,7.8,2.4,3.48,62171.62,0.707
1/17/2016,Engineering,48,1,1,2,1.9,0.1,3.56,61380.45,0.695
1/18/2016,Engineering,49,0,0,1,12.3,0.4,3.81,60491.33,0.791
1/19/2016,Engineering,51,0,0,1,2,0.2,3.39,59448.85,0.637
1/20/2016,Engineering,49,0,0,2,0,0.4,3.22,61693.06,0.798
1/21/2016,Engineering,50,2,0,1,4.1,0.6,3.48,60827.41,0.683
1/22/2016,Engineering,49,0,0,1,0.5,4.1,3.7,61640.58,0.772
1/23/2016,Engineering,49,1,0,3,0.4,1.5,3.77,59804.33,0.769
1/24/2016,Engineering,50,0,0,4,0.8,1.2,3.52,58905.3,0.749
1/25/2016,Engineering,52,0,0,1,1,0.4,3.73,59268.6,0.69
1/26/2016,Engineering,51,1,0,0,0.3,0.5,3.4,58744.37,0.743
1/27/2016,Engineering,51,0,0,2,0.9,0.1,3.73,61136.76,0.706
1/28/2016,Engineering,51,1,0,2,0.5,0.6,3.7,61184.64,0.71
1/29/2016,Engineering,48,1,0,0,4.8,0,3.52,60708.06,0.771
1/30/2016,Engineering,49,0,0,1,1,3,3.69,58885.73,0.769
1/31/2016,Engineering,51,1,0,2,2.8,0.6,4.17,61697.78,0.767
2/1/2016,Engineering,51,0,0,3,13,1.1,3.82,60759.36,0.739
2/2/2016,Engineering,50,0,0,2,1.6,0.1,4,60416.35,0.727
2/3/2016,Engineering,51,0,0,3,3.6,0.6,3.57,61941.66,0.683
2/4/2016,Engineering,52,0,0,2,7.1,1.1,3.54,59383.15,0.675
2/5/2016,Engineering,49,0,0,0,5.7,0.2,3.44,62889.53,0.708
2/6/2016,Engineering,50,1,0,4,2.1,1.3,3.96,60235.93,0.701
2/7/2016,Engineering,49,3,1,2,2.2,0.7,3.57,58760.9,0.676
2/8/2016,Engineering,47,0,0,2,0.5,0.1,3.56,59383.63,0.768
2/9/2016,Engineering,51,0,0,3,3.1,0.7,4.04,58938.58,0.721
2/10/2016,Engineering,47,0,0,1,1.2,3.7,3.79,61037.9,0.711
2/11/2016,Engineering,47,0,0,2,2.3,0.8,3.71,61218.47,0.661
2/12/2016,Engineering,49,0,0,1,0.1,0.6,4.09,60576.03,0.731
2/13/2016,Engineering,50,0,0,2,5.4,1.9,3.64,60248.31,0.759
2/14/2016,Engineering,51,0,0,2,0.3,0.6,4.04,60621.88,0.728
2/15/2016,Engineering,51,0,1,3,2.7,1.9,3.78,60164.75,0.727
2/16/2016,Engineering,47,0,0,2,3.3,0.3,3.78,60160.02,0.748
2/17/2016,Engineering,52,0,1,0,1.4,1.7,4.05,61039.65,0.87
2/18/2016,Engineering,49,0,0,3,0.9,0.8,3.41,59489.44,0.675
2/19/2016,Engineering,50,1,1,3,0.3,0,3.76,60810.75,0.76
2/20/2016,Engineering,48,0,0,2,0.1,3.8,3.65,60780.95,0.633
2/21/2016,Engineering,52,0,0,4,0.7,1.5,3.82,60211.78,0.686
2/22/2016,Engineering,50,0,0,2,0.4,0.2,3.86,60158.45,0.67
2/23/2016,Engineering,51,0,0,1,0.6,0.6,3.84,62377.15,0.763
2/24/2016,Engineering,47,0,0,2,0.8,0.6,3.29,60493.9,0.689
2/25/2016,Engineering,52,0,1,3,6.7,2.5,3.7,58105.61,0.729
2/26/2016,Engineering,51,0,0,1,1,0.5,3.69,59372.26,0.728
2/27/2016,Engineering,49,0,0,5,0.8,0.1,3.93,61904.76,0.676
2/28/2016,Engineering,52,0,0,1,0.2,0.6,3.76,61713.5,0.76
2/29/2016,Engineering,51,1,0,1,11.4,0.6,3.92,60195.91,0.684
3/1/2016,Engineering,50,1,1,2,0.4,0.2,3.66,60596.94,0.684
3/2/2016,Engineering,49,0,0,1,2.9,1.8,3.75,60175.95,0.763
3/3/2016,Engineering,49,0,0,2,3.5,0.8,3.82,60637.23,0.702
3/4/2016,Engineering,51,0,0,0,0.1,0.7,3.98,60648.75,0.757
3/5/2016,Engineering,49,0,0,0,6.2,0.4,3.79,60491.48,0.762
3/6/2016,Engineering,49,0,0,0,1.3,0.1,4.16,58725.99,0.649
3/7/2016,Engineering,49,1,1,4,0.9,0,3.87,59317.94,0.812
3/8/2016,Engineering,47,0,1,1,1,0.6,3.68,59360.22,0.716
3/9/2016,Engineering,51,1,0,1,0.7,1.6,4.01,61908.26,0.731
3/10/2016,Engineering,49,0,0,1,2.5,1,4.01,61597.37,0.748
3/11/2016,Engineering,50,0,1,2,0.5,1.9,3.88,62074.46,0.774
3/12/2016,Engineering,52,0,0,3,2.5,0.5,3.59,59203.3,0.726
3/13/2016,Engineering,50,0,0,0,3,4.3,4.13,60271.13,0.734
3/14/2016,Engineering,53,0,1,2,3.6,2,4.25,60594.41,0.648
3/15/2016,Engineering,50,0,0,3,2,0.7,3.84,59155.49,0.754
3/16/2016,Engineering,50,0,0,2,0,0.2,3.61,63191.1,0.813
3/17/2016,Engineering,47,0,0,1,5.9,0.2,3.72,60448.61,0.637
3/18/2016,Engineering,50,0,0,2,0.7,2.1,3.62,62193.53,0.629
3/19/2016,Engineering,50,0,0,3,2.2,1.3,3.88,59922.64,0.659
3/20/2016,Engineering,51,0,0,4,1,0.3,3.84,60424.24,0.633
3/21/2016,Engineering,48,0,0,0,2.7,0.7,3.9,60281.22,0.761
3/22/2016,Engineering,49,0,0,2,0.2,1.5,3.31,60936.19,0.82
3/23/2016,Engineering,51,1,0,3,0.2,0,3.91,60666.56,0.769
3/24/2016,Engineering,50,0,0,2,0.5,0.5,3.92,59775.98,0.694
3/25/2016,Engineering,50,0,0,2,5.9,0.2,3.61,60652.12,0.713
3/26/2016,Engineering,53,0,0,3,0.4,1.1,3.72,61662.72,0.7
3/27/2016,Engineering,48,1,0,0,2.6,0.7,3.44,60490.68,0.756
3/28/2016,Engineering,50,2,0,3,2.1,2.4,4.09,59862.55,0.686
3/29/2016,Engineering,53,0,0,0,1.6,0.1,3.69,60398.44,0.673
3/30/2016,Engineering,49,1,0,2,5.7,0.5,3.69,58978.47,0.738
3/31/2016,Engineering,50,0,0,0,3.3,0.1,4.07,60677.3,0.707
4/1/2016,Engineering,52,1,0,1,0.4,0.2,4.12,59552.41,0.63
4/2/2016,Engineering,50,0,1,1,2,1.1,3.8,60147.39,0.749
4/3/2016,Engineering,48,1,0,3,1.4,1.1,3.68,60222.91,0.665
4/4/2016,Engineering,53,0,1,1,1.4,0.2,4.12,60415.02,0.69
4/5/2016,Engineering,49,1,2,3,0.2,0.6,3.9,61376.91,0.688
4/6/2016,Engineering,50,0,0,2,3.4,0.9,3.82,61020.24,0.642
4/7/2016,Engineering,52,0,1,4,1.6,0.7,3.69,59186.77,0.627
4/8/2016,Engineering,50,0,1,2,3.8,0.7,3.73,59773.69,0.679
4/9/2016,Engineering,51,1,0,1,3.5,0.2,3.86,60070.24,0.759
4/10/2016,Engineering,50,0,2,0,2.5,0.6,4.02,60455.82,0.776
4/11/2016,Engineering,53,0,0,0,0.3,1.3,4.08,59260.64,0.77
4/12/2016,Engineering,51,0,0,1,0.1,1.2,3.46,62071.24,0.655
4/13/2016,Engineering,50,0,0,0,6.2,0.4,3.64,61459.01,0.694
4/14/2016,Engineering,53,0,0,2,0.9,0.2,3.67,59639.32,0.695
4/15/2016,Engineering,51,0,0,1,4.3,0.1,3.74,58939.88,0.714
4/16/2016,Engineering,52,0,0,4,1.2,0.4,4.01,59989.61,0.682
4/17/2016,Engineering,50,0,0,2,4.2,0.1,3.55,60213.88,0.751
4/18/2016,Engineering,52,0,0,1,0.8,0.2,3.21,59513.89,0.736
4/19/2016,Engineering,51,0,0,1,3.5,2.1,4.02,61180.94,0.681
4/20/2016,Engineering,50,0,1,1,1.4,0.7,4.07,60392.29,0.765
4/21/2016,Engineering,50,0,0,3,0.3,0.4,3.75,62463.98,0.712
4/22/2016,Engineering,49,0,0,2,3.4,0.7,3.85,59373.08,0.756
4/23/2016,Engineering,51,0,0,3,2.6,0.4,3.92,59139.17,0.707
4/24/2016,Engineering,53,1,0,1,1.5,1.6,3.88,58365.06,0.779
4/25/2016,Engineering,52,0,0,2,1.1,2.3,4.08,58777.07,0.703
4/26/2016,Engineering,51,0,0,4,0.2,0.6,3.94,62707.2,0.749
4/27/2016,Engineering,51,0,0,1,0.2,0,3.76,59835.8,0.682
4/28/2016,Engineering,49,0,0,2,2.5,1.9,3.62,61541.61,0.742
4/29/2016,Engineering,50,0,1,2,3.9,1.2,3.79,60858.84,0.662
4/30/2016,Engineering,51,0,0,4,1.1,1.7,3.89,59444.45,0.759
5/1/2016,Engineering,51,0,0,2,7.3,0.4,3.52,60522.57,0.767
5/2/2016,Engineering,49,1,1,2,0.8,1.3,3.92,58441.21,0.721
5/3/2016,Engineering,51,1,0,1,5.5,3.3,3.68,60687.14,0.71
5/4/2016,Engineering,50,0,0,0,1,0.7,3.82,60226.61,0.657
5/5/2016,Engineering,53,0,0,2,0.3,1.7,3.78,59362.42,0.741
5/6/2016,Engineering,50,0,0,0,0.5,0.2,3.51,58735.16,0.709
5/7/2016,Engineering,50,0,0,1,3.8,0.5,3.62,59854.88,0.615
5/8/2016,Engineering,49,0,0,1,0.7,1.4,3.57,59942.54,0.746
5/9/2016,Engineering,49,0,0,2,1.2,0.6,3.71,58164.86,0.754
5/10/2016,Engineering,52,0,0,0,1.3,1.6,3.84,59805.01,0.695
5/11/2016,Engineering,53,1,0,1,2.8,0.9,3.56,59692.63,0.726
5/12/2016,Engineering,48,0,0,1,3.1,0.8,3.85,60751.22,0.698
5/13/2016,Engineering,48,0,0,2,1.8,1.1,4.03,60525.12,0.759
5/14/2016,Engineering,49,0,0,1,0.1,0.2,3.56,59959.35,0.707
5/15/2016,Engineering,52,0,1,2,2.6,1.2,3.6,63109.31,0.724
5/16/2016,Engineering,53,0,0,1,0,0.8,3.66,60457.44,0.736
5/17/2016,Engineering,48,1,0,1,3.5,0.5,3.95,61348.5,0.635
5/18/2016,Engineering,50,0,0,1,0.1,0.7,3.59,61305.42,0.858
5/19/2016,Engineering,53,1,0,1,12.5,5.4,3.66,60950.77,0.635
5/20/2016,Engineering,50,0,0,3,0.4,0.4,3.51,59525.8,0.785
5/21/2016,Engineering,51,0,1,1,0.1,0.2,3.72,60485.92,0.658
5/22/2016,Engineering,54,0,1,2,0.5,0.3,3.87,59996.04,0.713
5/23/2016,Engineering,51,0,0,0,0.5,2.7,3.78,63806.25,0.688
5/24/2016,Engineering,50,0,0,0,3.5,0.9,3.95,60177.25,0.758
5/25/2016,Engineering,50,0,1,2,0.7,0.4,3.39,61965.57,0.649
5/26/2016,Engineering,51,0,0,2,0.5,0.4,3.44,60986.11,0.751
5/27/2016,Engineering,49,0,0,1,1.3,1.3,4,59148.63,0.707
5/28/2016,Engineering,50,0,0,2,0.7,0.9,3.79,62091.43,0.744
5/29/2016,Engineering,50,1,0,1,2.6,0.5,3.57,59503.71,0.688
5/30/2016,Engineering,53,0,0,1,2.2,0.8,3.41,59054.79,0.78
5/31/2016,Engineering,53,1,0,1,2,0.1,3.69,60169.5,0.678
6/1/2016,Engineering,51,1,0,1,0.3,2,3.45,60819.04,0.74
6/2/2016,Engineering,51,0,0,0,10.4,0.3,3.52,57624.82,0.789
6/3/2016,Engineering,51,1,0,6,7.4,3,3.53,59883.16,0.77
6/4/2016,Engineering,52,0,0,1,3.6,0.8,3.53,59878.15,0.689
6/5/2016,Engineering,50,0,0,0,0.5,1.8,3.66,61811.04,0.671
6/6/2016,Engineering,48,0,0,2,3.8,0.4,3.95,61729.48,0.711
6/7/2016,Engineering,50,1,0,1,2,1.1,3.72,60021.73,0.743
6/8/2016,Engineering,49,1,0,3,3.2,2.1,3.54,63230.94,0.744
6/9/2016,Engineering,53,1,0,1,1,0.4,3.84,60354.09,0.778
6/10/2016,Engineering,48,1,0,2,7.4,1.5,3.72,62072.27,0.746
6/11/2016,Engineering,53,0,1,5,1.3,1,3.36,59570.91,0.578
6/12/2016,Engineering,50,0,0,3,1.4,1.2,3.84,61406.01,0.751
6/13/2016,Engineering,51,0,0,0,0.7,0.2,3.8,63626.38,0.729
6/14/2016,Engineering,50,0,0,1,1.3,0.7,3.53,60582.81,0.807
6/15/2016,Engineering,52,0,0,0,5.1,1.8,3.57,59791.02,0.644
6/16/2016,Engineering,50,0,0,3,4.5,1.9,3.89,61155.49,0.777
6/17/2016,Engineering,50,1,0,2,0,0.5,3.63,60845.23,0.785
6/18/2016,Engineering,47,2,0,2,0.7,0.2,3.4,60133.96,0.601
6/19/2016,Engineering,49,0,0,1,0.2,1.3,3.57,60106.18,0.672
6/20/2016,Engineering,47,0,1,2,3,0.5,3.56,61143.34,0.77
6/21/2016,Engineering,50,0,0,2,0.3,4.6,3.41,62330.87,0.711
6/22/2016,Engineering,52,0,0,0,5.4,4.7,3.64,62538.88,0.704
6/23/2016,Engineering,50,0,0,2,0.1,1.4,3.81,59551.57,0.664
6/24/2016,Engineering,53,0,1,1,2.8,5,3.84,61103.29,0.679
6/25/2016,Engineering,52,0,0,0,16,2.5,3.54,58441.36,0.67
6/26/2016,Engineering,50,0,0,0,8.2,0.1,3.35,61306.53,0.754
6/27/2016,Engineering,51,0,0,2,3,0.3,3.17,59929.53,0.627
6/28/2016,Engineering,51,1,0,0,5.7,0.1,3.65,60241.17,0.718
6/29/2016,Engineering,53,0,0,0,0.9,1.4,3.55,62191.8,0.748
6/30/2016,Engineering,49,1,0,3,4,1.4,3.23,58360.98,0.696
7/1/2016,Engineering,49,1,0,3,1.8,3.4,3.66,60380.57,0.684
7/2/2016,Engineering,51,0,0,0,0.3,1.6,3.56,60811.31,0.719
7/3/2016,Engineering,49,0,0,3,1.6,1.8,3.7,58761.88,0.585
7/4/2016,Engineering,52,1,0,2,0.7,1.5,3.45,60784.61,0.652
7/5/2016,Engineering,50,0,0,1,0.9,0.5,3.65,60605.69,0.785
7/6/2016,Engineering,52,2,0,2,2.4,0.1,3.5,62638.63,0.702
7/7/2016,Engineering,50,0,0,1,5.9,0.8,3.56,59614.62,0.756
7/8/2016,Engineering,52,0,0,3,1.3,0.4,3.25,58784.46,0.703
7/9/2016,Engineering,50,0,0,2,0.2,1.5,3.38,60718.61,0.709
7/10/2016,Engineering,51,1,1,0,0.2,0,3.41,62163.98,0.719
7/11/2016,Engineering,52,0,0,2,0.1,0.9,3.2,61750.1,0.809
7/12/2016,Engineering,49,2,0,1,12.3,0.4,3.54,59044.35,0.761
7/13/2016,Engineering,49,0,0,3,12,0.1,3.22,58797.16,0.686
7/14/2016,Engineering,52,0,0,1,6.2,0.1,3.57,62228.62,0.76
7/15/2016,Engineering,50,0,0,0,0.9,3.4,3.21,61448.48,0.689
7/16/2016,Engineering,50,0,1,5,5.4,1,3.33,61957.97,0.695
7/17/2016,Engineering,53,1,0,1,1.8,0.2,3.39,58226.91,0.644
7/18/2016,Engineering,50,1,2,4,4.4,0.4,3.21,60940.93,0.697
7/19/2016,Engineering,48,1,0,0,0.4,0.5,3.7,60147.14,0.738
7/20/2016,Engineering,52,0,0,1,0.3,2.3,3.89,61189.01,0.679
7/21/2016,Engineering,51,0,0,1,1.9,0.3,3.21,60201.58,0.658
7/22/2016,Engineering,53,1,0,1,8.2,0.7,3.68,60056.45,0.749
7/23/2016,Engineering,52,0,1,1,1.2,0.2,3.61,60773.51,0.636
7/24/2016,Engineering,51,0,0,2,4.4,1.7,3.93,62047.71,0.738
7/25/2016,Engineering,51,0,0,1,0.7,0.3,3.12,60372.37,0.796
7/26/2016,Engineering,49,0,0,3,1.2,0.9,3.55,58738.6,0.725
7/27/2016,Engineering,52,0,0,1,0.5,1.5,3.48,60439.68,0.694
7/28/2016,Engineering,49,0,0,0,3,0.6,3.44,60204.86,0.732
7/29/2016,Engineering,50,0,0,1,2.3,0.6,3.47,59666.54,0.694
7/30/2016,Engineering,52,0,0,2,1.7,0.1,3.39,59312.34,0.646
7/31/2016,Engineering,52,1,0,0,0,1.2,3.78,61002.07,0.746
8/1/2016,Engineering,50,0,0,1,0.6,1.1,3.39,60551.92,0.701
8/2/2016,Engineering,52,0,0,0,0.9,0.5,3.3,60306.29,0.74
8/3/2016,Engineering,50,0,0,4,0.5,2.3,3.61,59874.02,0.65
8/4/2016,Engineering,50,0,0,1,2.3,1,3.28,59521.61,0.594
8/5/2016,Engineering,51,0,0,1,0.7,2.9,2.97,60761.83,0.773
8/6/2016,Engineering,49,1,0,0,0.1,1.7,3.4,60111.38,0.802
8/7/2016,Engineering,50,0,0,0,0.6,1.4,3.21,63864.53,0.685
8/8/2016,Engineering,49,0,0,2,4.4,1.2,3.53,59603.55,0.682
8/9/2016,Engineering,51,0,0,1,2.2,2.6,3.43,62981,0.756
8/10/2016,Engineering,49,0,0,2,0.4,0,3.17,62662.85,0.659
8/11/2016,Engineering,54,0,0,2,0.9,1.6,3.35,60799.52,0.736
8/12/2016,Engineering,49,1,0,0,1.3,0.9,3.23,61165.38,0.776
8/13/2016,Engineering,52,1,0,2,5.9,1.2,3.47,61247.33,0.673
8/14/2016,Engineering,51,0,0,0,3.4,0,3.07,61095.76,0.784
8/15/2016,Engineering,51,0,0,0,3.2,1,3.26,61011.1,0.776
8/16/2016,Engineering,50,0,0,2,11.7,1.3,3.46,62142.76,0.759
8/17/2016,Engineering,51,0,0,1,1,1.5,3.77,61758.65,0.753
8/18/2016,Engineering,51,0,0,0,0.8,2.1,3.52,61792.87,0.715
8/19/2016,Engineering,52,1,1,4,0.2,2.8,3.16,61715.31,0.723
8/20/2016,Engineering,53,1,0,2,0.7,0.2,3.15,59772.79,0.687
8/21/2016,Engineering,51,0,1,3,0.4,0.1,3.09,61227.25,0.669
8/22/2016,Engineering,49,0,0,2,2.4,1,2.8,61231.6,0.72
8/23/2016,Engineering,52,1,0,2,2.7,0.7,3.34,61658.51,0.76
8/24/2016,Engineering,51,0,0,1,2,5.7,3.52,59769.52,0.763
8/25/2016,Engineering,49,0,0,1,1,1.6,3.19,60707.21,0.684
8/26/2016,Engineering,51,0,0,2,1.9,1.2,2.56,59372.43,0.872
8/27/2016,Engineering,50,2,0,0,1.2,0.1,3.1,60058.9,0.69
8/28/2016,Engineering,51,0,1,1,1,0.4,2.89,61015.79,0.648
8/29/2016,Engineering,52,2,0,0,1.3,2.7,2.93,59202.27,0.75
8/30/2016,Engineering,49,0,0,1,2.9,2.4,3.26,62397.1,0.665
8/31/2016,Engineering,53,0,0,2,0.2,0.6,3.13,60715.5,0.686
9/1/2016,Engineering,51,0,0,4,6.3,0.7,3.54,61093.2,0.706
9/2/2016,Engineering,51,0,0,2,0.8,0.4,3.33,60570.79,0.719
9/3/2016,Engineering,53,0,0,0,1.4,0.3,3.08,61089.11,0.739
9/4/2016,Engineering,48,0,0,2,3,0.2,3.18,63425.34,0.739
9/5/2016,Engineering,50,1,0,1,2.6,0.8,3.49,60154.55,0.63
9/6/2016,Engineering,52,0,0,2,0.5,3.1,3.35,61572.49,0.754
9/7/2016,Engineering,52,1,0,3,0.1,0.2,3.48,61702.19,0.745
9/8/2016,Engineering,51,0,0,0,0.7,0.1,3.09,62332.94,0.737
9/9/2016,Engineering,51,0,0,3,0.2,0.4,3.09,62985.06,0.737
9/10/2016,Engineering,50,1,0,0,6.9,0.4,3.13,59460.37,0.717
9/11/2016,Engineering,51,0,0,2,1.2,1.3,3.48,61325.63,0.636
9/12/2016,Engineering,50,0,0,0,0.2,0.5,3.22,60628.27,0.744
9/13/2016,Engineering,52,0,0,0,0.8,0.1,3.19,61062.55,0.701
9/14/2016,Engineering,53,0,0,1,2.3,2.4,3.17,62154.58,0.728
9/15/2016,Engineering,49,0,0,1,0.1,0.4,3.19,60809.62,0.647
9/16/2016,Engineering,50,0,1,2,3.4,0.3,3.43,62003.78,0.704
9/17/2016,Engineering,50,0,2,3,1.8,0.7,3.22,60261.81,0.684
9/18/2016,Engineering,52,0,0,0,9.3,0.6,3.37,61857.77,0.776
9/19/2016,Engineering,52,0,0,3,4,0.4,3.09,61895.85,0.706
9/20/2016,Engineering,51,0,0,2,0.9,0.7,2.91,60667.98,0.651
9/21/2016,Engineering,53,0,0,0,3.4,3.8,3.13,61231.92,0.75
9/22/2016,Engineering,49,0,0,1,0.1,1.4,2.68,58956.58,0.757
9/23/2016,Engineering,53,1,0,1,3.3,0.3,3.29,62084.26,0.764
9/24/2016,Engineering,51,0,1,2,1.7,0.8,3.08,61323.63,0.708
9/25/2016,Engineering,52,0,0,1,7.7,2.3,2.95,61234.79,0.746
9/26/2016,Engineering,51,0,0,3,0.3,0.2,3.46,62041.31,0.751
9/27/2016,Engineering,50,0,0,3,0.3,0.1,3.51,62435.19,0.75
9/28/2016,Engineering,48,1,0,1,2.3,2.4,2.91,61322.4,0.639
9/29/2016,Engineering,50,0,0,1,3.3,1.3,3.29,60050.04,0.692
9/30/2016,Engineering,53,0,0,0,0.7,0.6,3.25,59918.54,0.608
10/1/2016,Engineering,54,1,0,0,0.7,1.1,3.11,60909.3,0.82
10/2/2016,Engineering,50,1,0,0,1.7,1,3.49,59827.62,0.669
10/3/2016,Engineering,51,0,0,2,0.5,0.1,3.15,60500.72,0.708
10/4/2016,Engineering,51,0,0,3,2.1,1.6,3.38,62181.9,0.713
10/5/2016,Engineering,50,0,2,2,2.4,0.1,3.28,61249.36,0.736
10/6/2016,Engineering,52,0,0,0,0.3,0.5,3.21,62880.54,0.712
10/7/2016,Engineering,51,0,1,0,2.5,0.8,3.25,60796.83,0.687
10/8/2016,Engineering,49,0,0,0,2.9,1.3,2.99,60714.78,0.75
10/9/2016,Engineering,51,0,0,0,0,0.6,3.05,61737.39,0.739
10/10/2016,Engineering,51,0,0,3,3.4,0.2,3.58,60821.81,0.722
10/11/2016,Engineering,49,0,0,2,1.3,0.1,3.02,60824.6,0.702
10/12/2016,Engineering,52,0,0,0,0.3,2.2,3.25,60256,0.687
10/13/2016,Engineering,53,0,0,1,2.6,1.8,3.02,62410.52,0.668
10/14/2016,Engineering,49,0,0,1,1.8,0.2,3.19,61100.28,0.695
10/15/2016,Engineering,51,0,0,1,1.3,0.3,3.45,59886.29,0.719
10/16/2016,Engineering,51,0,0,0,4.2,0.1,2.98,61365.84,0.745
10/17/2016,Engineering,49,1,0,3,6.1,2.6,3.1,60713.62,0.73
10/18/2016,Engineering,50,1,0,2,0.5,0.7,3.04,61251.58,0.65
10/19/2016,Engineering,49,0,1,1,9.5,1.1,2.91,61343.45,0.682
10/20/2016,Engineering,51,0,0,2,11.6,0.1,2.9,60881.28,0.696
10/21/2016,Engineering,53,0,1,2,1,1.7,3.23,61259.24,0.683
10/22/2016,Engineering,54,0,1,2,2.2,0.3,3.22,60874.42,0.764
10/23/2016,Engineering,52,1,0,1,1.1,0.5,3.63,62403.88,0.648
10/24/2016,Engineering,49,0,0,1,0.5,0.2,3.19,62220.77,0.85
10/25/2016,Engineering,51,0,0,3,1.5,0.7,2.81,61989.35,0.705
10/26/2016,Engineering,53,2,0,4,0.3,1.9,3.28,61588.15,0.711
10/27/2016,Engineering,52,0,0,2,1.7,0.2,3.32,61688.34,0.774
10/28/2016,Engineering,51,0,0,1,7.3,0.2,3.64,62953.17,0.778
10/29/2016,Engineering,51,0,0,1,0.9,0.2,3.4,62406.98,0.744
10/30/2016,Engineering,51,0,0,2,10.3,2.6,3.26,59895.31,0.713
10/31/2016,Engineering,50,0,1,1,0.3,2.8,3.22,59848.49,0.735
11/1/2016,Engineering,49,0,0,1,4,0,3.39,60178.21,0.803
11/2/2016,Engineering,53,0,1,0,1.7,0,3.26,62229.91,0.766
11/3/2016,Engineering,51,0,0,1,0.6,0.6,3.28,62396.91,0.75
11/4/2016,Engineering,52,0,0,0,0.1,0.2,3.29,61316.7,0.697
11/5/2016,Engineering,51,0,1,3,1.2,0.5,3.21,61866.85,0.737
11/6/2016,Engineering,51,1,0,1,0.4,1.5,3.36,62802.19,0.664
11/7/2016,Engineering,52,0,0,3,1.7,1.3,3.09,62173.79,0.774
11/8/2016,Engineering,50,0,0,0,4.7,0.6,3.28,62187.99,0.632
11/9/2016,Engineering,49,0,0,1,0.8,0.9,3.26,60644.73,0.656
11/10/2016,Engineering,50,0,1,1,2.5,0.4,3.6,60051.19,0.638
11/11/2016,Engineering,51,0,1,1,0.2,1.5,3.6,63201.67,0.601
11/12/2016,Engineering,54,1,0,0,4.2,0.1,3.42,59894.54,0.697
11/13/2016,Engineering,49,0,1,2,3.1,0.5,3.13,63123.11,0.658
11/14/2016,Engineering,51,0,0,3,2.8,4.1,3.16,60873.17,0.635
11/15/2016,Engineering,50,0,0,0,2.2,1.1,3.58,59060.71,0.682
